dln_datetime,drug_link,ncit_code
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/3-c-ethynylcytidine,C29475
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/3-deazauridine,C193
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/34-methylenedioxymethamphetamine,C61081
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/39298,C888
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/3d-expanded-placenta-derived-cells-plx-r18,C133823
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/4-iodo-4-deoxydoxorubicin,C971
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/4-nitroestrone-3-methyl-ether,C977
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/4-peptide-melanoma-vaccine,C91722
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/4-thio-2-deoxycytidine,C121828
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/476335,C49022
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/4h11-28z-fil-12-egfrt-expressing-autologous-t-lymphocytes,C123823
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/4scar-gd2-modified-t-lymphocytes,C128896
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/5-18ffluorouracil,C78203
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/5-fitc-labeled-colon-heptapeptide,C116354
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/5-fitc-labeled-gi-heptapeptide,C97659
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/5-fluoro-2-deoxycytidine,C62785
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/5-fluorouracil-salicylic-acid-topical-solution,C97131
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/50pct-oxygen-50pct-nitrous-oxide-premix,C77890
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/531923,C47956
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/539100,C66985
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/560190,C71748
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/560192,C38587
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/561774,C91716
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/571184,C71162
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/580835,C71540
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/596155,C77860
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/599024,C77907
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/6-azauridine,C291
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/612154,C78849
2020-09-24T21:02:51Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/61cu-atsm,C74019
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/629766,C79834
2020-10-03T21:28:01Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/632702,C82679
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/640422,C82361
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/642488,C85445
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/642644,C85450
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/642645,C85451
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/643475,C85459
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/653979,C157280
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/653980,C84755
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/665369,C90545
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/666096,C90555
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/666847,C90561
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/667444,C90569
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/667445,C90570
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/668180,C90577
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/669230,C90584
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/669661,C91074
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/68-bisbenzylthiooctanoic-acid,C80039
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/681902,C91738
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/682691,C116741
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/685700,C95771
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/688700,C116853
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/693322,C95715
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/696524,C173535
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/7-cyanoquinocarcinol,C1611
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/7-hydroxystaurosporine,C1271
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/708408,C97919
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/715580,C99116
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/717605,C99170
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/717909,C99215
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/732671,C101773
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/733561,C101789
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/735790,C102748
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/735883,C102753
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/736258,C102759
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/739744,C102978
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/742409,C103279
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/745403,C104414
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/745657,C104420
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/748730,C106121
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/748904,C106242
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/750374,C107159
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/751380,C107503
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/751864,C111041
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/753553,C111900
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/754007,C111991
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/754227,C111998
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/755346,C29414
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/755477,C113174
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/755595,C113161
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/756037,C113296
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/756792,C113647
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/757225,C113787
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/757880,C113807
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/758035,C114288
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/759579,C118571
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/760677,C115979
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/761688,C116332
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/763113,C117233
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/766088,C118947
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/767199,C119746
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/767368,C120035
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/768359,C120068
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/770190,C121541
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/770460,C121640
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/770796,C121643
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/771098,C121777
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/772556,C122399
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/774847,C129691
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/775854,C123919
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/776267,C124054
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/776756,C124645
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/776841,C124655
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/776843,C124656
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/777270,C124843
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/777274,C124997
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/777275,C124998
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/778383,C125633
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/778386,C125192
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/778444,C125654
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/778524,C125658
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/780143,C129687
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/780444,C126639
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/780967,C127121
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/782403,C123931
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/782595,C128892
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/784216,C129652
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/784523,C129715
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/784730,C165508
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/785056,C131019
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/785256,C129967
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/785876,C131495
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/788957,C133191
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/791258,C140310
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/791464,C142205
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/791831,C142890
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/791844,C146823
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/791887,C143060
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792074,C146824
2020-10-03T21:28:01Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792077,C146825
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792147,C143140
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792148,C143141
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792149,C143162
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792150,C143251
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792151,C143953
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792152,C143956
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792153,C146636
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792154,C143957
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792155,C146660
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792156,C146667
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792157,C146693
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792158,C146711
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792159,C146720
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792161,C146762
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792162,C146765
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792163,C146779
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792164,C146805
2020-10-03T21:28:01Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792166,C146807
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792167,C146806
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792168,C146810
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792169,C146808
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792256,C146813
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792257,C146820
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792258,C146821
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792268,C146853
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792269,C146854
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792270,C146862
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792330,C146937
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792373,C146992
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792374,C147026
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792376,C147027
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792377,C147028
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792378,C147029
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792379,C147030
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792380,C147031
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792387,C147134
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792389,C147135
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792459,C148133
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792460,C148134
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792461,C148135
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792463,C147518
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792465,C148136
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792466,C148137
2020-10-03T21:28:01Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792467,C148138
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792473,C148139
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792474,C148140
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792475,C148141
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792477,C147534
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792481,C147562
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792482,C147523
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792483,C147563
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792489,C148178
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792490,C148179
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792492,C148143
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792493,C147577
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792494,C147578
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792496,C148144
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792497,C148145
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792500,C148146
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792501,C148180
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792503,C148147
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792504,C148148
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792505,C148149
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792517,C148150
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792518,C148154
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792520,C148155
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792521,C148156
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792522,C148157
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792523,C148158
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792524,C148181
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792527,C148159
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792528,C148182
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792529,C148160
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792530,C148215
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792531,C148184
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792532,C148161
2020-10-03T21:28:01Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792533,C148162
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792534,C148185
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792535,C148186
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792536,C148163
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792537,C148214
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792541,C148216
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792542,C148164
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792543,C148165
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792544,C148166
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792545,C148187
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792546,C148167
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792548,C148188
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792549,C119665
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792552,C148213
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792554,C148168
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792555,C148169
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792557,C148479
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792559,C161864
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792560,C148481
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792561,C148484
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792562,C148485
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792571,C148486
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792572,C148487
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792573,C148488
2020-10-03T21:28:01Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792574,C148489
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792575,C148490
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792577,C65270
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792625,C148491
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792626,C148495
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792627,C148496
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792628,C148416
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792629,C148497
2020-10-04T06:54:07Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792630,C148498
2020-10-03T20:57:38Z,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792631,C148499
