dl_datetime,drug,drug_link
2020-09-18T04:24:24Z,adenosine A2A receptor antagonist/phosphodiesterase 10A PBF-999,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/796763
2020-09-18T04:24:24Z,adenosine A2A/A2B receptor antagonist AB928,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/797798
2020-09-18T04:24:24Z,adenosine A2B receptor antagonist PBF-1129,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/793680
2020-09-18T04:24:24Z,adenosine A3 receptor agonist CF102,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/adenosine-a3-receptor-agonist-cf102
2020-09-18T04:24:24Z,adenosine-A2A receptor antagonist CPI-444,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/adenosine-a2a-receptor-antagonist-cpi-444
2020-09-18T04:24:24Z,adenovector encoding MDA7,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/adenovector-encoding-mda7
2020-09-18T04:24:24Z,adenovector-transduced AP1903-inducible MyD88/CD40-expressing autologous PSMA-specific prostate cancer vaccine BPX-201,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/748904
2020-09-18T04:24:24Z,adenoviral brachyury vaccine ETBX-051,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/adenoviral-brachyury-vaccine-etbx-051
2020-09-18T04:24:24Z,adenoviral cancer vaccine PF-06936308,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/795350
2020-09-18T04:24:24Z,adenoviral MUC1 vaccine ETBX-061,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/adenoviral-muc1-vaccine-etbx-061
2020-09-18T04:24:24Z,adenoviral PSA vaccine ETBX-071,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/795436
2020-09-18T04:24:24Z,adenoviral tumor-specific neoantigen priming vaccine GAd-209-FSP,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/799098
2020-09-18T04:24:24Z,adenoviral tumor-specific neoantigen priming vaccine GRT-C901,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/796478
2020-09-18T04:24:24Z,adenoviral vector Ad5-CEA(6D) vaccine,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/adenoviral-vector-ad5-cea6d-vaccine
2020-09-18T04:24:24Z,adenoviral vector encoding VEGF-C LX-1101,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/798716
2020-09-18T04:24:24Z,adenoviral-transduced hIL-12-expressing autologous dendritic cells INXN-3001 plus activator ligand INXN-1001,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/733561
2020-09-18T04:24:24Z,adenovirus 5-human guanylyl cyclase C-PADRE vaccine,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/adenovirus-5-human-guanylyl-cyclase-c-padre-vaccine
2020-09-18T04:24:24Z,adenovirus B7-1,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/adenovirus-b7-1
2020-09-18T04:24:24Z,adenovirus encoding E.coli PNP,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/adenovirus-encoding-ecoli-pnp
2020-09-18T04:24:24Z,adenovirus encoding human aquaporin-1,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/adenovirus-encoding-human-aquaporin-1
2020-09-18T04:24:24Z,adenovirus encoding rat Her-2/neu,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/adenovirus-encoding-rat-her-2-neu
2020-09-18T04:24:24Z,adenovirus encoding recombinant human endostatin,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/adenovirus-encoding-recombinant-human-endostatin
2020-09-18T04:24:24Z,"adenovirus encoding tyrosinase, MART-1/MAGE-A6-transduced autologous dendritic cell vaccine",https://www.cancer.gov/publications/dictionaries/cancer-drug/def/735883
2020-09-18T04:24:24Z,adenovirus HER2-transduced autologous dendritic cell vaccine,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/adenovirus-her2-transduced-autologous-dendritic-cell-vaccine
2020-09-18T04:24:24Z,adenovirus vector,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/adenovirus-vector
2020-09-18T04:24:24Z,adenovirus-expressing mutant HPV E6/E7,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/797169
2020-09-18T04:24:24Z,adenovirus-expressing TLR5/TLR5 agonist nanoformulation M-VM3,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/adenovirus-expressing-tlr5-tlr5-agonist-nanoformulation-m-vm3
2020-09-18T04:24:24Z,adenovirus-mediated human interleukin-12,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/adenovirus-mediated-human-interleukin-12
2020-09-18T04:24:24Z,adenovirus-mediated human interleukin-12 INXN-2001 plus veledimex,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/adenovirus-mediated-human-interleukin-12-inxn-2001-plus-veledimex
2020-09-18T04:24:24Z,adenovirus-p53 transduced dendritic cell vaccine,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/adenovirus-p53-transduced-dendritic-cell-vaccine
2020-09-18T04:24:24Z,adenovirus-PSA prostate cancer vaccine,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/adenovirus-psa-prostate-cancer-vaccine
