routine_id,missing_drug,apr_generic_name,apr_investigative_flag,cdg_common_generic_name,notes,fact,apr_generic_name_longest_word_exact,apr_generic_name_longest_word_left_join_status,apr_generic_name_longest_word_left_join,processing_type,concept
5,ALDESLEUKIN PRODRUG NKTR214,ALDESLEUKIN,N,ALDESLEUKIN,we have 4 different variations in the antineoplastic table which one is appropriate?,"aldesleukin: [V] [S] 1309770 aldesleukin [RxNorm 70223] [Drug] [Ingredient]
aldesleukin: [V] [C] 21603872 aldesleukin; parenteral [ATC L03AC01] [Drug] [ATC 5th]
Aldesleukin: [V] [N] 35802869 Aldesleukin [HemOnc 15] [Drug] [Component]",NA,Complete,"aldesleukin: [V] [S] 1309770 aldesleukin [RxNorm 70223] [Drug] [Ingredient]
aldesleukin: [V] [C] 21603872 aldesleukin; parenteral [ATC L03AC01] [Drug] [ATC 5th]
Aldesleukin: [V] [N] 35802869 Aldesleukin [HemOnc 15] [Drug] [Component]",CDG_COMMON_GENERIC_NAME Longest Word,ALDESLEUKIN
5,ALDESLEUKIN PRODRUG NKTR214,ALDESLEUKIN,N,ALDESLEUKIN,we have 4 different variations in the antineoplastic table which one is appropriate?,"aldesleukin: [V] [S] 1309770 aldesleukin [RxNorm 70223] [Drug] [Ingredient]
aldesleukin: [V] [C] 21603872 aldesleukin; parenteral [ATC L03AC01] [Drug] [ATC 5th]
Aldesleukin: [V] [N] 35802869 Aldesleukin [HemOnc 15] [Drug] [Component]",NA,Complete,"aldesleukin: [V] [S] 1309770 aldesleukin [RxNorm 70223] [Drug] [Ingredient]
aldesleukin: [V] [C] 21603872 aldesleukin; parenteral [ATC L03AC01] [Drug] [ATC 5th]
Aldesleukin: [V] [N] 35802869 Aldesleukin [HemOnc 15] [Drug] [Component]",CDG_COMMON_GENERIC_NAME Words Frequency Rank1,ALDESLEUKIN
5,ALDESLEUKIN PRODRUG NKTR214,ALDESLEUKIN,N,ALDESLEUKIN,we have 4 different variations in the antineoplastic table which one is appropriate?,"aldesleukin: [V] [S] 1309770 aldesleukin [RxNorm 70223] [Drug] [Ingredient]
aldesleukin: [V] [C] 21603872 aldesleukin; parenteral [ATC L03AC01] [Drug] [ATC 5th]
Aldesleukin: [V] [N] 35802869 Aldesleukin [HemOnc 15] [Drug] [Component]",NA,Complete,"aldesleukin: [V] [S] 1309770 aldesleukin [RxNorm 70223] [Drug] [Ingredient]
aldesleukin: [V] [C] 21603872 aldesleukin; parenteral [ATC L03AC01] [Drug] [ATC 5th]
Aldesleukin: [V] [N] 35802869 Aldesleukin [HemOnc 15] [Drug] [Component]",CDG_COMMON_GENERIC_NAME Words Length Rank1,ALDESLEUKIN
7,ALDESLEUKIN PRODRUG NKTR214,BEMPEGALDESLEUKIN,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank1,BEMPEGALDESLEUKIN
12,AP32788,AP32788,Y,TAK-788 (AP32788),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,TAK-788
12,AP32788,AP32788,Y,TAK-788 (AP32788),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Front of Parentheses,TAK-788
6,ALDESLEUKIN PRODRUG NKTR214,ALDESLEUKIN,Y,ALDESLEUKIN,we have 4 different variations in the antineoplastic table which one is appropriate?,"aldesleukin: [V] [S] 1309770 aldesleukin [RxNorm 70223] [Drug] [Ingredient]
aldesleukin: [V] [C] 21603872 aldesleukin; parenteral [ATC L03AC01] [Drug] [ATC 5th]
Aldesleukin: [V] [N] 35802869 Aldesleukin [HemOnc 15] [Drug] [Component]",NA,Complete,"aldesleukin: [V] [S] 1309770 aldesleukin [RxNorm 70223] [Drug] [Ingredient]
aldesleukin: [V] [C] 21603872 aldesleukin; parenteral [ATC L03AC01] [Drug] [ATC 5th]
Aldesleukin: [V] [N] 35802869 Aldesleukin [HemOnc 15] [Drug] [Component]",APR_GENERIC_NAME Words,ALDESLEUKIN
6,ALDESLEUKIN PRODRUG NKTR214,ALDESLEUKIN,Y,ALDESLEUKIN,we have 4 different variations in the antineoplastic table which one is appropriate?,"aldesleukin: [V] [S] 1309770 aldesleukin [RxNorm 70223] [Drug] [Ingredient]
aldesleukin: [V] [C] 21603872 aldesleukin; parenteral [ATC L03AC01] [Drug] [ATC 5th]
Aldesleukin: [V] [N] 35802869 Aldesleukin [HemOnc 15] [Drug] [Component]",NA,Complete,"aldesleukin: [V] [S] 1309770 aldesleukin [RxNorm 70223] [Drug] [Ingredient]
aldesleukin: [V] [C] 21603872 aldesleukin; parenteral [ATC L03AC01] [Drug] [ATC 5th]
Aldesleukin: [V] [N] 35802869 Aldesleukin [HemOnc 15] [Drug] [Component]",APR_GENERIC_NAME Longest Word,ALDESLEUKIN
6,ALDESLEUKIN PRODRUG NKTR214,ALDESLEUKIN,Y,ALDESLEUKIN,we have 4 different variations in the antineoplastic table which one is appropriate?,"aldesleukin: [V] [S] 1309770 aldesleukin [RxNorm 70223] [Drug] [Ingredient]
aldesleukin: [V] [C] 21603872 aldesleukin; parenteral [ATC L03AC01] [Drug] [ATC 5th]
Aldesleukin: [V] [N] 35802869 Aldesleukin [HemOnc 15] [Drug] [Component]",NA,Complete,"aldesleukin: [V] [S] 1309770 aldesleukin [RxNorm 70223] [Drug] [Ingredient]
aldesleukin: [V] [C] 21603872 aldesleukin; parenteral [ATC L03AC01] [Drug] [ATC 5th]
Aldesleukin: [V] [N] 35802869 Aldesleukin [HemOnc 15] [Drug] [Component]",APR_GENERIC_NAME Words Frequency Rank2,ALDESLEUKIN
6,ALDESLEUKIN PRODRUG NKTR214,ALDESLEUKIN,Y,ALDESLEUKIN,we have 4 different variations in the antineoplastic table which one is appropriate?,"aldesleukin: [V] [S] 1309770 aldesleukin [RxNorm 70223] [Drug] [Ingredient]
aldesleukin: [V] [C] 21603872 aldesleukin; parenteral [ATC L03AC01] [Drug] [ATC 5th]
Aldesleukin: [V] [N] 35802869 Aldesleukin [HemOnc 15] [Drug] [Component]",NA,Complete,"aldesleukin: [V] [S] 1309770 aldesleukin [RxNorm 70223] [Drug] [Ingredient]
aldesleukin: [V] [C] 21603872 aldesleukin; parenteral [ATC L03AC01] [Drug] [ATC 5th]
Aldesleukin: [V] [N] 35802869 Aldesleukin [HemOnc 15] [Drug] [Component]",APR_GENERIC_NAME Words Length Rank2,ALDESLEUKIN
6,ALDESLEUKIN PRODRUG NKTR214,ALDESLEUKIN,Y,ALDESLEUKIN,we have 4 different variations in the antineoplastic table which one is appropriate?,"aldesleukin: [V] [S] 1309770 aldesleukin [RxNorm 70223] [Drug] [Ingredient]
aldesleukin: [V] [C] 21603872 aldesleukin; parenteral [ATC L03AC01] [Drug] [ATC 5th]
Aldesleukin: [V] [N] 35802869 Aldesleukin [HemOnc 15] [Drug] [Component]",NA,Complete,"aldesleukin: [V] [S] 1309770 aldesleukin [RxNorm 70223] [Drug] [Ingredient]
aldesleukin: [V] [C] 21603872 aldesleukin; parenteral [ATC L03AC01] [Drug] [ATC 5th]
Aldesleukin: [V] [N] 35802869 Aldesleukin [HemOnc 15] [Drug] [Component]",CDG_COMMON_GENERIC_NAME Words,ALDESLEUKIN
6,ALDESLEUKIN PRODRUG NKTR214,ALDESLEUKIN,Y,ALDESLEUKIN,we have 4 different variations in the antineoplastic table which one is appropriate?,"aldesleukin: [V] [S] 1309770 aldesleukin [RxNorm 70223] [Drug] [Ingredient]
aldesleukin: [V] [C] 21603872 aldesleukin; parenteral [ATC L03AC01] [Drug] [ATC 5th]
Aldesleukin: [V] [N] 35802869 Aldesleukin [HemOnc 15] [Drug] [Component]",NA,Complete,"aldesleukin: [V] [S] 1309770 aldesleukin [RxNorm 70223] [Drug] [Ingredient]
aldesleukin: [V] [C] 21603872 aldesleukin; parenteral [ATC L03AC01] [Drug] [ATC 5th]
Aldesleukin: [V] [N] 35802869 Aldesleukin [HemOnc 15] [Drug] [Component]",CDG_COMMON_GENERIC_NAME Longest Word,ALDESLEUKIN
6,ALDESLEUKIN PRODRUG NKTR214,ALDESLEUKIN,Y,ALDESLEUKIN,we have 4 different variations in the antineoplastic table which one is appropriate?,"aldesleukin: [V] [S] 1309770 aldesleukin [RxNorm 70223] [Drug] [Ingredient]
aldesleukin: [V] [C] 21603872 aldesleukin; parenteral [ATC L03AC01] [Drug] [ATC 5th]
Aldesleukin: [V] [N] 35802869 Aldesleukin [HemOnc 15] [Drug] [Component]",NA,Complete,"aldesleukin: [V] [S] 1309770 aldesleukin [RxNorm 70223] [Drug] [Ingredient]
aldesleukin: [V] [C] 21603872 aldesleukin; parenteral [ATC L03AC01] [Drug] [ATC 5th]
Aldesleukin: [V] [N] 35802869 Aldesleukin [HemOnc 15] [Drug] [Component]",CDG_COMMON_GENERIC_NAME Words Frequency Rank2,ALDESLEUKIN
6,ALDESLEUKIN PRODRUG NKTR214,ALDESLEUKIN,Y,ALDESLEUKIN,we have 4 different variations in the antineoplastic table which one is appropriate?,"aldesleukin: [V] [S] 1309770 aldesleukin [RxNorm 70223] [Drug] [Ingredient]
aldesleukin: [V] [C] 21603872 aldesleukin; parenteral [ATC L03AC01] [Drug] [ATC 5th]
Aldesleukin: [V] [N] 35802869 Aldesleukin [HemOnc 15] [Drug] [Component]",NA,Complete,"aldesleukin: [V] [S] 1309770 aldesleukin [RxNorm 70223] [Drug] [Ingredient]
aldesleukin: [V] [C] 21603872 aldesleukin; parenteral [ATC L03AC01] [Drug] [ATC 5th]
Aldesleukin: [V] [N] 35802869 Aldesleukin [HemOnc 15] [Drug] [Component]",CDG_COMMON_GENERIC_NAME Words Length Rank2,ALDESLEUKIN
7,ALDESLEUKIN PRODRUG NKTR214,BEMPEGALDESLEUKIN,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,APR_GENERIC_NAME Words,BEMPEGALDESLEUKIN
7,ALDESLEUKIN PRODRUG NKTR214,BEMPEGALDESLEUKIN,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,APR_GENERIC_NAME Words Unique,BEMPEGALDESLEUKIN
7,ALDESLEUKIN PRODRUG NKTR214,BEMPEGALDESLEUKIN,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,APR_GENERIC_NAME Longest Word,BEMPEGALDESLEUKIN
7,ALDESLEUKIN PRODRUG NKTR214,BEMPEGALDESLEUKIN,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,APR_GENERIC_NAME Words Frequency Rank1,BEMPEGALDESLEUKIN
7,ALDESLEUKIN PRODRUG NKTR214,BEMPEGALDESLEUKIN,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,APR_GENERIC_NAME Words Length Rank1,BEMPEGALDESLEUKIN
7,ALDESLEUKIN PRODRUG NKTR214,BEMPEGALDESLEUKIN,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,BEMPEGALDESLEUKIN
7,ALDESLEUKIN PRODRUG NKTR214,BEMPEGALDESLEUKIN,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Front of Parentheses,BEMPEGALDESLEUKIN
7,ALDESLEUKIN PRODRUG NKTR214,BEMPEGALDESLEUKIN,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Inside Parentheses,NKTR-214
7,ALDESLEUKIN PRODRUG NKTR214,BEMPEGALDESLEUKIN,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Longest Word,BEMPEGALDESLEUKIN
12,AP32788,AP32788,Y,TAK-788 (AP32788),NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Frequency Rank1,AP32788
7,ALDESLEUKIN PRODRUG NKTR214,BEMPEGALDESLEUKIN,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank2,NKTR-214
7,ALDESLEUKIN PRODRUG NKTR214,BEMPEGALDESLEUKIN,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank1,BEMPEGALDESLEUKIN
7,ALDESLEUKIN PRODRUG NKTR214,BEMPEGALDESLEUKIN,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank3,NKTR-214
7,ALDESLEUKIN PRODRUG NKTR214,BEMPEGALDESLEUKIN,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,NKTR-214
8,ALDESLEUKIN PRODRUG NKTR214,NKTR-214,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,APR_GENERIC_NAME Words,NKTR-214
8,ALDESLEUKIN PRODRUG NKTR214,NKTR-214,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,APR_GENERIC_NAME Words Unique,NKTR-214
8,ALDESLEUKIN PRODRUG NKTR214,NKTR-214,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,APR_GENERIC_NAME Longest Word,NKTR-214
8,ALDESLEUKIN PRODRUG NKTR214,NKTR-214,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,APR_GENERIC_NAME Words Frequency Rank1,NKTR-214
8,ALDESLEUKIN PRODRUG NKTR214,NKTR-214,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,APR_GENERIC_NAME Words Length Rank1,NKTR-214
8,ALDESLEUKIN PRODRUG NKTR214,NKTR-214,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,BEMPEGALDESLEUKIN
8,ALDESLEUKIN PRODRUG NKTR214,NKTR-214,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Front of Parentheses,BEMPEGALDESLEUKIN
8,ALDESLEUKIN PRODRUG NKTR214,NKTR-214,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Inside Parentheses,NKTR-214
8,ALDESLEUKIN PRODRUG NKTR214,NKTR-214,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Longest Word,BEMPEGALDESLEUKIN
8,ALDESLEUKIN PRODRUG NKTR214,NKTR-214,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank3,BEMPEGALDESLEUKIN
8,ALDESLEUKIN PRODRUG NKTR214,NKTR-214,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank4,NKTR-214
8,ALDESLEUKIN PRODRUG NKTR214,NKTR-214,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank2,BEMPEGALDESLEUKIN
8,ALDESLEUKIN PRODRUG NKTR214,NKTR-214,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank4,NKTR-214
12,AP32788,AP32788,Y,TAK-788 (AP32788),NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Length Rank1,AP32788
8,ALDESLEUKIN PRODRUG NKTR214,NKTR-214,Y,BEMPEGALDESLEUKIN (NKTR-214),we have 4 different variations in the antineoplastic table which one is appropriate?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,NKTR-214
9,AM0010,AM0010,Y,LY3500518 (AM0010),NA,NA,NA,NA,NA,APR_GENERIC_NAME Words,AM0010
9,AM0010,AM0010,Y,LY3500518 (AM0010),NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Unique,AM0010
9,AM0010,AM0010,Y,LY3500518 (AM0010),NA,NA,NA,NA,NA,APR_GENERIC_NAME Longest Word,AM0010
9,AM0010,AM0010,Y,LY3500518 (AM0010),NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Frequency Rank1,AM0010
9,AM0010,AM0010,Y,LY3500518 (AM0010),NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Length Rank1,AM0010
9,AM0010,AM0010,Y,LY3500518 (AM0010),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,LY3500518
9,AM0010,AM0010,Y,LY3500518 (AM0010),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Front of Parentheses,LY3500518
9,AM0010,AM0010,Y,LY3500518 (AM0010),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Inside Parentheses,AM0010
9,AM0010,AM0010,Y,LY3500518 (AM0010),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Unique,LY3500518
9,AM0010,AM0010,Y,LY3500518 (AM0010),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Longest Word,LY3500518
9,AM0010,AM0010,Y,LY3500518 (AM0010),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank1,LY3500518
9,AM0010,AM0010,Y,LY3500518 (AM0010),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank1,LY3500518
9,AM0010,AM0010,Y,LY3500518 (AM0010),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,AM0010
9,AM0010,AM0010,Y,LY3500518 (AM0010),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Unique,AM0010
9,AM0010,AM0010,Y,LY3500518 (AM0010),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank2,AM0010
9,AM0010,AM0010,Y,LY3500518 (AM0010),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank2,AM0010
10,AMG 232,AMG232,Y,AMG232,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words,AMG232
10,AMG 232,AMG232,Y,AMG232,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Unique,AMG232
10,AMG 232,AMG232,Y,AMG232,NA,NA,NA,NA,NA,APR_GENERIC_NAME Longest Word,AMG232
10,AMG 232,AMG232,Y,AMG232,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Frequency Rank1,AMG232
10,AMG 232,AMG232,Y,AMG232,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Length Rank1,AMG232
10,AMG 232,AMG232,Y,AMG232,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,AMG232
10,AMG 232,AMG232,Y,AMG232,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Unique,AMG232
10,AMG 232,AMG232,Y,AMG232,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Longest Word,AMG232
10,AMG 232,AMG232,Y,AMG232,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank1,AMG232
10,AMG 232,AMG232,Y,AMG232,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank1,AMG232
12,AP32788,AP32788,Y,TAK-788 (AP32788),NA,NA,NA,NA,NA,APR_GENERIC_NAME Words,AP32788
12,AP32788,AP32788,Y,TAK-788 (AP32788),NA,NA,NA,NA,NA,APR_GENERIC_NAME Longest Word,AP32788
12,AP32788,AP32788,Y,TAK-788 (AP32788),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Inside Parentheses,AP32788
12,AP32788,AP32788,Y,TAK-788 (AP32788),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Longest Word,TAK-788
12,AP32788,AP32788,Y,TAK-788 (AP32788),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank1,TAK-788
12,AP32788,AP32788,Y,TAK-788 (AP32788),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank3,AP32788
