concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
918134748,2'-F-ara-deoxyuridine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134749,2-fluorofucose-containing SGN-2FF,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134750,2-fluoropropionyl-labeled pegylated dimeric RGD peptide,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134751,2G-1 TCR retroviral vector-transduced lymphocytes,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134752,2-hydroxyflutamide depot,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134753,2-hydroxyoleic acid,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134754,2-methoxyestradiol,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134755,"3,4-methylenedioxymethamphetamine",Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134756,3'-aminomethyl nicotine-P. aeruginosa r-exoprotein A conjugate vaccine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134757,3'-C-ethynylcytidine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134758,3-deazauridine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134759,3D-expanded placenta-derived cells PLX-R18,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134760,3M Cavilon Advanced Skin Protectant,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134761,4-[18F]fluoroglutamic acid,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134762,4H11-28z/fIL-12/EGFRt-expressing autologous T lymphocytes,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134763,4'-iodo-4'-deoxydoxorubicin,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134764,4-nitroestrone 3-methyl ether,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134765,4-peptide melanoma vaccine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134766,4SCAR-GD2-modified T lymphocytes,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134767,4-thio-2-deoxycytidine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134768,5-[18F]fluorouracil,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134769,50% oxygen/50% nitrous oxide premix,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134770,5-aza-4’-thio-2’-deoxycytidine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134771,5-FITC-labeled colon-heptapeptide,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134772,5-FITC-labeled GI-heptapeptide,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134773,5-fluoro-2-deoxycytidine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134774,5-fluorouracil/salicylic acid topical solution,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134775,5-HT4 agonist TAK-954,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134776,6 melanoma helper peptide vaccine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134777,"6,8-bis(benzylthio)octanoic acid",Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134778,6-azauridine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134779,"6-phosphofructo-2-kinase/ fructose-2,6-bisphosphatases isoform 3 inhibitor ACT-PFK-158",Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134780,7beta-hydroxysteroid dehydrogenase type 5 inhibitor ASP9521,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134781,7-cyanoquinocarcinol,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134782,7-hydroxystaurosporine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134783,851B gel,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134784,852A,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134785,8-hydroxyquinoline sulfate ointment,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134786,A-101 topical solution,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134787,A2A receptor antagonist EOS100850,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134788,abacavir sulfate,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134789,abagovomab,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134790,abaloparatide,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134791,abarelix,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134792,abatacept,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134793,ABBV-221,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134794,Abegrin,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134795,Abelcet,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134796,abemaciclib,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134797,Aberel,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134798,abexinostat tosylate,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134799,abiraterone acetate,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134800,Ablavar,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134801,Abraxane,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134802,absorbable adhesion barrier gel,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134803,absorbable fibrin sealant patch,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134804,absorbable gelatin sponge,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134805,absorbable modified polymer hemostatic powder,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134806,ABT-510,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134807,ABT-751,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134808,ABVD regimen,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134809,ABVE regimen,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134810,ABVE-PC regimen,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134811,AC regimen,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134812,acadesine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134813,acai berry juice,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134814,acalabrutinib,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134815,acalisib,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134816,acarbose,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134817,Accolate,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134818,Accutane,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134819,Acelarin,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134820,acelullar cadaveric dermal matrix,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134821,acenocoumarol,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134822,Aceon,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134823,acetaminophen,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134824,acetic acid,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134825,acetohexamide,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134826,acetylcysteine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134827,acetylsalicylic acid,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134828,acetylsalicylic acid/simvastatin/atenolol/ramipril/thiazide capsule,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134829,Achromycin,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134830,Aciphex,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134831,acitretin,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134832,acivicin,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134833,aclarubicin,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134834,Acnestrol,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134835,ACNU 50,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134836,acodazole,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134837,acoustic coupling fluid,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134838,acridine carboxamide,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134839,AC-T regimen,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134840,Actemra,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134841,ActHIB,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134842,Actigall,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134843,Actimmune,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134844,Actinex,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134845,actinium Ac 225 lintuzumab,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134846,actinium Ac 225-FPI-1434,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134847,actinium Ac-225 anti-PSMA monoclonal antibody J591,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134848,Actiq,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134849,Activase,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134850,activated marrow infiltrating lymphocytes,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134851,Activella,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134852,ActiVin,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134853,activin type 2B receptor Fc fusion protein STM 434,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134854,activin type IIA receptor Fc fusion protein KER-050,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134855,ACTolog IMA101,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134856,Actonel,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134857,ACTOplus Met XR,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134858,Actos,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134859,acyclic nucleoside phosphonate prodrug ABI-1968,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134860,acyclovir sodium,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134861,acyclovir sodium,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134862,Aczone,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134863,Aczone Gel,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134864,"Ad5 [E1-, E2b-]-HER2/Neu vaccine ETBX-021",Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134865,Ad5.SSTR/TK.RGD,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134866,Ad5-CMV-NIS,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134867,Ad5CMV-p53 gene,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134868,Ad5F35-LMP1/LMP2-transduced autologous dendritic cells,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134869,Ad5-SGE-REIC/Dkk-3 MTG-201,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134870,Ad5-survivin-transduced autologous dendritic cell vaccine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134871,Ad5-yCD/mutTK(SR39)rep-ADP,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134872,Ad5-yCD/mutTKSR39rep-hIL12,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134873,Adacel,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134874,adagloxad simolenin,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134875,adalimumab,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134876,Adanon,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134877,Adapin,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134878,adavosertib,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134879,Adcetris,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134880,Adderall,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134881,Adderall XR,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134882,ADE regimen,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134883,adecatumumab,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134884,adefovir dipivoxil,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134885,adenosine A2A receptor antagonist NIR178,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134886,adenosine A2A receptor antagonist PBF-509,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134887,adenosine A2A receptor antagonist/phosphodiesterase 10A PBF-999,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134888,adenosine A2A/A2B receptor antagonist AB928,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134889,adenosine A2B receptor antagonist PBF-1129,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134890,adenosine A3 receptor agonist CF102,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134891,adenosine-A2A receptor antagonist CPI-444,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134892,adenovector encoding MDA7,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134968,A-Hydrocort,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134893,adenovector-transduced AP1903-inducible MyD88/CD40-expressing autologous PSMA-specific prostate cancer vaccine BPX-201,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134894,adenoviral brachyury vaccine ETBX-051,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134895,adenoviral cancer vaccine PF-06936308,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134896,adenoviral MUC1 vaccine ETBX-061,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134897,adenoviral PSA vaccine ETBX-071,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134898,adenoviral tumor-specific neoantigen priming vaccine GAd-209-FSP,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134899,adenoviral tumor-specific neoantigen priming vaccine GRT-C901,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134900,adenoviral vector Ad5-CEA(6D) vaccine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134901,adenoviral vector encoding VEGF-C LX-1101,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134902,adenoviral-transduced hIL-12-expressing autologous dendritic cells INXN-3001 plus activator ligand INXN-1001,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134903,adenovirus 5-human guanylyl cyclase C-PADRE vaccine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134904,adenovirus B7-1,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134905,adenovirus encoding E.coli PNP,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134906,adenovirus encoding human aquaporin-1,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134907,adenovirus encoding rat Her-2/neu,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134908,adenovirus encoding recombinant human endostatin,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134909,"adenovirus encoding tyrosinase, MART-1/MAGE-A6-transduced autologous dendritic cell vaccine",Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134910,adenovirus HER2-transduced autologous dendritic cell vaccine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134911,adenovirus vector,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134912,adenovirus/cytomegalovirus/Epstein-Barr virus-specific allogeneic cytotoxic T lymphocytes,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134913,adenovirus-expressing mutant HPV E6/E7,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134914,adenovirus-expressing TLR5/TLR5 agonist nanoformulation M-VM3,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134915,adenovirus-mediated human interleukin-12,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134916,adenovirus-mediated human interleukin-12 INXN-2001 plus veledimex,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134917,adenovirus-p53 transduced dendritic cell vaccine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134918,adenovirus-PSA prostate cancer vaccine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134919,AdGMCAIX-transduced autologous dendritic cells,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134920,ADH-1,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134921,Ad-hCMV-Flt3L,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134922,Ad-hCMV-TK,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134923,adipose-derived expanded mesenchymal stem cells SCM-010,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134924,adipose-derived regenerative cells,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134925,adipose-derived stromal vascular fraction cells,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134926,Ad-ISF35,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134927,ado trastuzumab emtansine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134928,adozelesin,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134929,Ad-REIC/DKK3 vaccine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134930,adrenocorticotropic hormone,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134931,Ad-RTS-hIL-12,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134932,AdRTVP-1-transduced prostate cancer cell-based vaccine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134933,Ad-sig-hMUC-1/ecdCD40L vaccine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134934,ADVEXIN,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134935,AE37 peptide/GM-CSF vaccine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134936,AEE788,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134937,AEG35156,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134938,Aeroseb-HC,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134939,aerosol gemcitabine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134940,aerosol sargramostim,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134941,aerosolized aldesleukin,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134942,aerosolized liposomal rubitecan,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134943,Aerrane,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134944,Aezea®,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134945,afamelanotide,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134946,afatinib dimaleate,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134947,Affinitac,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134948,Affinitak,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134949,afimoxifene,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134950,Afinitor,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134951,Afinitor Disperz,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134952,Afinitor Disperz,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134953,Aflodac,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134954,AFP gene hepatocellular carcinoma vaccine,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134955,AFP464,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134956,afuresertib,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134957,AG-024322,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
918134958,Agaricus blazei Murill extract,Drug,NCI Drug Dictionary,NA,NA,NA,2020-09-18,2099-12-31,NA
